text,label
"Làm ơn gửi cho tôi 4 bản 'Totto-chan Bên Cửa Sổ' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0909123456.",place_order
Có thể xem mục lục của 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Tôi muốn đặt 4 cuốn 'Tuyển tập thơ mùa hạ', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0912345678.",place_order
Nhà xuất bản nào phát hành 'Sherlock Holmes Toàn Tập'?,detail_book
Bạn có thể tóm tắt nội dung 'Harry Potter và Hòn đá Phù thủy' cho tôi không?,detail_book
'Đắc Nhân Tâm' có bản bìa cứng không?,detail_book
'Totto-chan Bên Cửa Sổ' có phải bản dịch mới nhất không?,detail_book
Giá bán hiện tại của 'One Piece tập 10' là bao nhiêu?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Totto-chan Bên Cửa Sổ' đến địa chỉ 45 Lê Lợi, TP.HCM, số điện thoại 0987654321.",place_order
'Đàn ông sao Hỏa đàn bà sao Kim' có được giải thưởng nào không?,detail_book
Có thể xem mục lục của 'One Piece tập 10' không?,detail_book
Có thể xem mục lục của 'Sherlock Holmes Toàn Tập' không?,detail_book
"Hãy gửi 3 quyển 'Đắc Nhân Tâm' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0934567890.",place_order
'Không gia đình' có phải bản dịch mới nhất không?,detail_book
"Đặt 2 quyển 'Không gia đình' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
'One Piece tập 10' có được giải thưởng nào không?,detail_book
"Tôi muốn đặt 4 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0912345678.",place_order
"Tôi muốn đặt 5 cuốn 'Tuyển tập thơ mùa hạ', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0934567890.",place_order
Có thể xem mục lục của 'Sapiens: Lược Sử Loài Người' không?,detail_book
"Đặt 2 quyển 'Không gia đình' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
Cho tôi hỏi sách 'Harry Potter và Hòn đá Phù thủy' có bao nhiêu trang?,detail_book
'Không Gia Đình' xuất bản năm nào?,detail_book
Sách 'Dế Mèn Phiêu Lưu Ký' phù hợp cho độ tuổi nào?,detail_book
"Đặt 1 quyển 'Không gia đình' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
Thời gian giao 'Sherlock Holmes Toàn Tập' thường mất bao lâu?,detail_book
Ai là tác giả của 'Không Gia Đình' vậy?,detail_book
'Harry Potter và Hòn đá Phù thủy' xuất bản năm nào?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Không gia đình' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0912345678.",place_order
"Tôi muốn đặt 1 cuốn 'Hoàng Tử Bé', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0987654321.",place_order
"Tôi cần mua 4 cuốn 'Naruto tập 20', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0912345678 khi đến.",place_order
"Tôi cần mua 2 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0978123456 khi đến.",place_order
Thời gian giao 'Harry Potter và Hòn đá Phù thủy' thường mất bao lâu?,detail_book
Cửa hàng còn hàng 'Harry Potter và Hòn đá Phù thủy' không?,detail_book
Thời gian giao 'Sapiens: Lược Sử Loài Người' thường mất bao lâu?,detail_book
Giá bán hiện tại của 'Tuổi Trẻ Đáng Giá Bao Nhiêu' là bao nhiêu?,detail_book
Cửa hàng còn hàng 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Tôi cần mua 1 cuốn 'Hoàng Tử Bé', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0987654321 khi đến.",place_order
"Làm ơn gửi cho tôi 3 bản 'Naruto tập 20' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0978123456.",place_order
"Đặt 4 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' giúp tôi, ship tới 78 Trần Phú, Đà Nẵng, liên lạc qua 0934567890.",place_order
"Hãy gửi 1 quyển 'Totto-chan Bên Cửa Sổ' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0978123456.",place_order
"Làm ơn gửi cho tôi 2 bản 'Sapiens: Lược Sử Loài Người' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0909123456.",place_order
Bạn có thể tóm tắt nội dung 'Harry Potter và Hòn đá Phù thủy' cho tôi không?,detail_book
Cho tôi hỏi sách 'Naruto tập 20' có bao nhiêu trang?,detail_book
Ai là tác giả của 'Đàn ông sao Hỏa đàn bà sao Kim' vậy?,detail_book
Tôi muốn biết 'Totto-chan Bên Cửa Sổ' có ebook không?,detail_book
"Đặt 2 quyển 'Không gia đình' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0912345678.",place_order
"Tôi muốn đặt 3 cuốn 'Dế Mèn Phiêu Lưu Ký', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0978123456.",place_order
Giá bán hiện tại của 'Naruto tập 20' là bao nhiêu?,detail_book
'Đắc Nhân Tâm' có được giải thưởng nào không?,detail_book
"Tôi muốn đặt 4 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0987654321.",place_order
"Hãy gửi 5 quyển 'Sapiens: Lược Sử Loài Người' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0987654321.",place_order
Cửa hàng còn hàng 'Không gia đình' không?,detail_book
Giá bán hiện tại của 'Harry Potter và Hòn đá Phù thủy' là bao nhiêu?,detail_book
Sách 'Sherlock Holmes Toàn Tập' phù hợp cho độ tuổi nào?,detail_book
Bạn có thể tóm tắt nội dung 'Nhà Giả Kim' cho tôi không?,detail_book
Thời gian giao 'Totto-chan Bên Cửa Sổ' thường mất bao lâu?,detail_book
"Tôi muốn đặt 5 cuốn 'Không gia đình', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0912345678.",place_order
"Tôi muốn đặt 3 cuốn 'Nhà Giả Kim', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0987654321.",place_order
Có bản tiếng Anh của 'Không gia đình' không?,detail_book
"Đặt 3 quyển 'Không Gia Đình' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0912345678.",place_order
"Đặt 3 quyển 'Dế Mèn Phiêu Lưu Ký' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0912345678.",place_order
"Tôi cần mua 4 cuốn 'Sherlock Holmes Toàn Tập', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0978123456 khi đến.",place_order
Có bản tiếng Anh của 'Tuổi Trẻ Đáng Giá Bao Nhiêu' không?,detail_book
"Hãy gửi 5 quyển 'Dế Mèn Phiêu Lưu Ký' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0978123456.",place_order
'Hoàng Tử Bé' có được giải thưởng nào không?,detail_book
"Hãy gửi 5 quyển 'Sapiens: Lược Sử Loài Người' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0934567890.",place_order
"Đặt 2 quyển 'Sapiens: Lược Sử Loài Người' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0912345678.",place_order
"Hãy gửi 4 quyển 'Sherlock Holmes Toàn Tập' cho tôi, địa chỉ 99 Phan Chu Trinh, Huế, số 0909123456.",place_order
Có thể xem mục lục của 'Nhà Giả Kim' không?,detail_book
"Hãy gửi 1 quyển 'Dế Mèn Phiêu Lưu Ký' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0934567890.",place_order
Nhà xuất bản nào phát hành 'Đàn ông sao Hỏa đàn bà sao Kim'?,detail_book
'Harry Potter và Hòn đá Phù thủy' có bản bìa cứng không?,detail_book
Tôi muốn biết 'Đắc Nhân Tâm' có ebook không?,detail_book
"Đặt 1 quyển 'Không gia đình' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0909123456.",place_order
Sách 'Sapiens: Lược Sử Loài Người' phù hợp cho độ tuổi nào?,detail_book
'One Piece tập 10' xuất bản năm nào?,detail_book
"Đặt 2 quyển 'Naruto tập 20' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0912345678.",place_order
"Hãy gửi 1 quyển 'Tuyển tập thơ mùa hạ' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0987654321.",place_order
"Tôi muốn đặt 5 cuốn 'Harry Potter và Hòn đá Phù thủy', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0912345678.",place_order
Có bản tiếng Anh của 'One Piece tập 10' không?,detail_book
"Tôi cần mua 1 cuốn 'Totto-chan Bên Cửa Sổ', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0987654321 khi đến.",place_order
Tôi muốn biết 'Naruto tập 20' có ebook không?,detail_book
"Hãy gửi 2 quyển 'Đắc Nhân Tâm' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0978123456.",place_order
Có thể xem mục lục của 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
Thời gian giao 'Không Gia Đình' thường mất bao lâu?,detail_book
Có bản tiếng Anh của 'Không gia đình' không?,detail_book
"Làm ơn gửi cho tôi 1 bản 'Tuyển tập thơ mùa hạ' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0934567890.",place_order
"Làm ơn gửi cho tôi 3 bản 'Đắc Nhân Tâm' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0978123456.",place_order
Tôi muốn biết 'Nhà Giả Kim' có ebook không?,detail_book
"Đặt 5 quyển 'Nhà Giả Kim' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0987654321.",place_order
'Sapiens: Lược Sử Loài Người' có bản bìa cứng không?,detail_book
'Đàn ông sao Hỏa đàn bà sao Kim' có phải bản dịch mới nhất không?,detail_book
Cho tôi hỏi sách 'Đàn ông sao Hỏa đàn bà sao Kim' có bao nhiêu trang?,detail_book
Sách 'One Piece tập 10' phù hợp cho độ tuổi nào?,detail_book
"Tôi muốn đặt 2 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0934567890.",place_order
Bạn có thể tóm tắt nội dung 'Nhà Giả Kim' cho tôi không?,detail_book
"Hãy gửi 2 quyển 'Naruto tập 20' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0934567890.",place_order
"Làm ơn gửi cho tôi 2 bản 'Dế Mèn Phiêu Lưu Ký' đến địa chỉ 99 Phan Chu Trinh, Huế, số điện thoại 0978123456.",place_order
Ai là tác giả của 'Dế Mèn Phiêu Lưu Ký' vậy?,detail_book
"Làm ơn gửi cho tôi 2 bản 'Sapiens: Lược Sử Loài Người' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0934567890.",place_order
Có bản tiếng Anh của 'Sherlock Holmes Toàn Tập' không?,detail_book
"Làm ơn gửi cho tôi 5 bản 'Sherlock Holmes Toàn Tập' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0978123456.",place_order
"Đặt 4 quyển 'Không Gia Đình' giúp tôi, ship tới 45 Lê Lợi, TP.HCM, liên lạc qua 0934567890.",place_order
"Hãy gửi 5 quyển 'Totto-chan Bên Cửa Sổ' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0912345678.",place_order
"Tôi muốn đặt 1 cuốn 'Không Gia Đình', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0934567890.",place_order
"Hãy gửi 4 quyển 'One Piece tập 10' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0909123456.",place_order
Bạn có thể tóm tắt nội dung 'Harry Potter và Hòn đá Phù thủy' cho tôi không?,detail_book
"Tôi cần mua 5 cuốn 'Dế Mèn Phiêu Lưu Ký', xin giao tới 45 Lê Lợi, TP.HCM, gọi 0987654321 khi đến.",place_order
"Đặt 3 quyển 'Sherlock Holmes Toàn Tập' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0934567890.",place_order
Có thể xem mục lục của 'Harry Potter và Hòn đá Phù thủy' không?,detail_book
Có thể xem mục lục của 'Hoàng Tử Bé' không?,detail_book
"Tôi cần mua 1 cuốn 'Sherlock Holmes Toàn Tập', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0912345678 khi đến.",place_order
'Tuyển tập thơ mùa hạ' có bản bìa cứng không?,detail_book
"Tôi cần mua 1 cuốn 'Sherlock Holmes Toàn Tập', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0934567890 khi đến.",place_order
"Tôi muốn đặt 1 cuốn 'Không gia đình', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0912345678.",place_order
"Hãy gửi 4 quyển 'Nhà Giả Kim' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0978123456.",place_order
Giá bán hiện tại của 'Nhà Giả Kim' là bao nhiêu?,detail_book
'Đắc Nhân Tâm' có phải bản dịch mới nhất không?,detail_book
"Làm ơn gửi cho tôi 1 bản 'Tuyển tập thơ mùa hạ' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0934567890.",place_order
Nhà xuất bản nào phát hành 'Đắc Nhân Tâm'?,detail_book
"Tôi muốn đặt 3 cuốn 'Sapiens: Lược Sử Loài Người', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0912345678.",place_order
"Làm ơn gửi cho tôi 5 bản 'Dế Mèn Phiêu Lưu Ký' đến địa chỉ 45 Lê Lợi, TP.HCM, số điện thoại 0912345678.",place_order
"Tôi muốn đặt 5 cuốn 'Không gia đình', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0912345678.",place_order
"Làm ơn gửi cho tôi 2 bản 'Sapiens: Lược Sử Loài Người' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0978123456.",place_order
Có thể xem mục lục của 'Naruto tập 20' không?,detail_book
"Làm ơn gửi cho tôi 3 bản 'Không gia đình' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0909123456.",place_order
'Nhà Giả Kim' xuất bản năm nào?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Dế Mèn Phiêu Lưu Ký' đến địa chỉ 45 Lê Lợi, TP.HCM, số điện thoại 0909123456.",place_order
Cho tôi hỏi sách 'Dế Mèn Phiêu Lưu Ký' có bao nhiêu trang?,detail_book
'Nhà Giả Kim' có được giải thưởng nào không?,detail_book
Giá bán hiện tại của 'Tuổi Trẻ Đáng Giá Bao Nhiêu' là bao nhiêu?,detail_book
"Đặt 1 quyển 'Naruto tập 20' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0912345678.",place_order
'Nhà Giả Kim' có được giải thưởng nào không?,detail_book
"Hãy gửi 3 quyển 'Đắc Nhân Tâm' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0987654321.",place_order
"Tôi cần mua 1 cuốn 'Sherlock Holmes Toàn Tập', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0934567890 khi đến.",place_order
"Hãy gửi 4 quyển 'Sherlock Holmes Toàn Tập' cho tôi, địa chỉ 99 Phan Chu Trinh, Huế, số 0912345678.",place_order
Cho tôi hỏi sách 'Không Gia Đình' có bao nhiêu trang?,detail_book
"Đặt 4 quyển 'Không Gia Đình' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0912345678.",place_order
"Làm ơn gửi cho tôi 4 bản 'Không Gia Đình' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0987654321.",place_order
"Tôi muốn đặt 4 cuốn 'Không gia đình', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0909123456.",place_order
"Tôi cần mua 1 cuốn 'One Piece tập 10', xin giao tới 45 Lê Lợi, TP.HCM, gọi 0912345678 khi đến.",place_order
"Làm ơn gửi cho tôi 5 bản 'Naruto tập 20' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0978123456.",place_order
Ai là tác giả của 'Tuyển tập thơ mùa hạ' vậy?,detail_book
Sách 'Không Gia Đình' phù hợp cho độ tuổi nào?,detail_book
"Tôi muốn đặt 2 cuốn 'Hoàng Tử Bé', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0987654321.",place_order
"Tôi cần mua 2 cuốn 'Không gia đình', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0978123456 khi đến.",place_order
"Tôi cần mua 1 cuốn 'Hoàng Tử Bé', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0909123456 khi đến.",place_order
Nhà xuất bản nào phát hành 'Nhà Giả Kim'?,detail_book
Cho tôi hỏi sách 'Totto-chan Bên Cửa Sổ' có bao nhiêu trang?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Sherlock Holmes Toàn Tập' đến địa chỉ 99 Phan Chu Trinh, Huế, số điện thoại 0912345678.",place_order
"Đặt 1 quyển 'Hoàng Tử Bé' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0912345678.",place_order
"Tôi cần mua 1 cuốn 'Totto-chan Bên Cửa Sổ', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0912345678 khi đến.",place_order
Nhà xuất bản nào phát hành 'Đàn ông sao Hỏa đàn bà sao Kim'?,detail_book
Nhà xuất bản nào phát hành 'Tuổi Trẻ Đáng Giá Bao Nhiêu'?,detail_book
Bạn có thể tóm tắt nội dung 'Harry Potter và Hòn đá Phù thủy' cho tôi không?,detail_book
Cho tôi hỏi sách 'Không gia đình' có bao nhiêu trang?,detail_book
"Đặt 3 quyển 'Đắc Nhân Tâm' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0909123456.",place_order
Cho tôi hỏi sách 'Dế Mèn Phiêu Lưu Ký' có bao nhiêu trang?,detail_book
Thời gian giao 'Sapiens: Lược Sử Loài Người' thường mất bao lâu?,detail_book
"Tôi cần mua 1 cuốn 'Dế Mèn Phiêu Lưu Ký', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0909123456 khi đến.",place_order
Sách 'Dế Mèn Phiêu Lưu Ký' phù hợp cho độ tuổi nào?,detail_book
"Đặt 5 quyển 'Totto-chan Bên Cửa Sổ' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
"Hãy gửi 1 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0912345678.",place_order
"Hãy gửi 2 quyển 'One Piece tập 10' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0978123456.",place_order
Bạn có thể tóm tắt nội dung 'Không Gia Đình' cho tôi không?,detail_book
"Hãy gửi 3 quyển 'Sherlock Holmes Toàn Tập' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0909123456.",place_order
"Tôi muốn đặt 2 cuốn 'Naruto tập 20', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0987654321.",place_order
Có thể xem mục lục của 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Hãy gửi 4 quyển 'Harry Potter và Hòn đá Phù thủy' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0912345678.",place_order
Nhà xuất bản nào phát hành 'Hoàng Tử Bé'?,detail_book
Nhà xuất bản nào phát hành 'Không Gia Đình'?,detail_book
Ai là tác giả của 'Totto-chan Bên Cửa Sổ' vậy?,detail_book
"Đặt 1 quyển 'Tuổi Trẻ Đáng Giá Bao Nhiêu' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0978123456.",place_order
"Làm ơn gửi cho tôi 5 bản 'Nhà Giả Kim' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0909123456.",place_order
Bạn có thể tóm tắt nội dung 'Nhà Giả Kim' cho tôi không?,detail_book
"Đặt 5 quyển 'Không Gia Đình' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0934567890.",place_order
"Tôi cần mua 2 cuốn 'Đắc Nhân Tâm', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0909123456 khi đến.",place_order
"Đặt 3 quyển 'Nhà Giả Kim' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0912345678.",place_order
"Tôi muốn đặt 4 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0987654321.",place_order
"Tôi cần mua 5 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0934567890 khi đến.",place_order
"Tôi muốn đặt 3 cuốn 'Đắc Nhân Tâm', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0934567890.",place_order
Giá bán hiện tại của 'One Piece tập 10' là bao nhiêu?,detail_book
"Tôi muốn đặt 3 cuốn 'Không gia đình', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0912345678.",place_order
'One Piece tập 10' có phải bản dịch mới nhất không?,detail_book
"Đặt 4 quyển 'Sapiens: Lược Sử Loài Người' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0978123456.",place_order
Cho tôi hỏi sách 'Đàn ông sao Hỏa đàn bà sao Kim' có bao nhiêu trang?,detail_book
"Tôi muốn đặt 4 cuốn 'Harry Potter và Hòn đá Phù thủy', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0934567890.",place_order
"Đặt 4 quyển 'Sherlock Holmes Toàn Tập' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0978123456.",place_order
'Tuổi Trẻ Đáng Giá Bao Nhiêu' có bản bìa cứng không?,detail_book
"Làm ơn gửi cho tôi 2 bản 'Naruto tập 20' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0909123456.",place_order
Thời gian giao 'Totto-chan Bên Cửa Sổ' thường mất bao lâu?,detail_book
"Tôi muốn đặt 5 cuốn 'Dế Mèn Phiêu Lưu Ký', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0978123456.",place_order
"Làm ơn gửi cho tôi 1 bản 'Nhà Giả Kim' đến địa chỉ 45 Lê Lợi, TP.HCM, số điện thoại 0978123456.",place_order
Giá bán hiện tại của 'Sapiens: Lược Sử Loài Người' là bao nhiêu?,detail_book
'Đắc Nhân Tâm' có bản bìa cứng không?,detail_book
Có bản tiếng Anh của 'Hoàng Tử Bé' không?,detail_book
"Tôi cần mua 1 cuốn 'Không Gia Đình', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0934567890 khi đến.",place_order
